id_actuador,fecha_medicion,tiempo_uso_acumulado_h,ciclos_activacion_M,numero_reparaciones,fallos_temporales,temp_operacional_promedio_C,temp_maxima_alcanzada_C,dias_ultima_calibracion,dias_ultimo_servicio,numero_logs_error,cluster
A6_Tobillo_Izquierda,2024-02-24,1609.92,14.01,1,0,41.85,47.87,185,365,7,1
A6_Tobillo_Izquierda,2024-02-25,922.31,7.51,0,0,45.04,47.01,90,158,0,0
A6_Tobillo_Izquierda,2024-02-26,1096.9,11.97,0,3,50.81,61.89,61,147,6,0
A6_Tobillo_Izquierda,2024-02-27,1708.39,17.76,0,0,46.19,60.91,76,90,0,0
A6_Tobillo_Izquierda,2024-02-28,1007.49,9.71,0,1,47.01,54.77,81,139,5,0
A6_Tobillo_Izquierda,2024-02-29,1105.98,9.04,1,1,49.8,53.22,104,231,9,0
A6_Tobillo_Izquierda,2024-03-01,1391.73,12.84,1,4,49.3,51.21,137,268,21,1
A6_Tobillo_Izquierda,2024-03-02,2274.29,20.24,0,0,45.2,47.03,128,200,0,1
A6_Tobillo_Izquierda,2024-03-03,1992.44,16.78,0,0,48.19,51.78,176,365,0,1
A6_Tobillo_Izquierda,2024-03-04,559.49,5.13,0,0,45.88,53.12,105,226,0,0
A6_Tobillo_Izquierda,2024-03-05,1137.64,12.64,0,1,48.4,52.8,160,342,2,1
A6_Tobillo_Izquierda,2024-03-06,947.3,7.63,0,1,50.88,54.51,138,220,6,0
A6_Tobillo_Izquierda,2024-03-07,976.38,7.81,0,0,45.59,51.99,243,288,0,1
A6_Tobillo_Izquierda,2024-03-08,1225.87,14.2,1,1,44.43,47.12,144,313,5,1
A6_Tobillo_Izquierda,2024-03-09,1504.5,17.93,0,1,51.87,55.5,164,205,3,1
A6_Tobillo_Izquierda,2024-03-10,3285.99,29.44,3,10,52.44,55.72,210,365,44,2
A6_Tobillo_Izquierda,2024-03-11,1412.91,13.12,1,3,55.0,56.27,124,197,15,0
A6_Tobillo_Izquierda,2024-03-12,1480.78,13.72,1,6,51.92,54.87,138,314,18,3
A6_Tobillo_Izquierda,2024-03-13,2911.14,29.87,0,1,51.45,52.15,112,204,3,3
A6_Tobillo_Izquierda,2024-03-14,329.15,3.59,0,0,45.81,48.26,87,171,0,0
A6_Tobillo_Izquierda,2024-03-15,860.56,8.39,1,6,54.38,60.09,69,112,22,0
A6_Tobillo_Izquierda,2024-03-16,2382.87,24.6,0,0,48.71,54.29,204,365,0,1
A6_Tobillo_Izquierda,2024-03-17,3193.23,33.42,2,6,50.8,54.2,117,150,20,3
A6_Tobillo_Izquierda,2024-03-18,2348.96,23.24,0,3,53.04,60.8,123,247,6,3
A6_Tobillo_Izquierda,2024-03-19,2157.87,22.45,0,1,51.24,56.6,146,174,3,3
A6_Tobillo_Izquierda,2024-03-20,1372.64,11.41,0,0,44.42,48.22,57,109,0,0
A6_Tobillo_Izquierda,2024-03-21,1465.33,13.86,0,0,55.28,59.68,128,299,0,1
A6_Tobillo_Izquierda,2024-03-22,183.15,1.98,0,4,47.24,68.67,87,177,20,0
A6_Tobillo_Izquierda,2024-03-23,2926.58,30.63,1,3,55.86,61.93,139,154,10,3
A6_Tobillo_Izquierda,2024-03-24,864.08,8.81,1,3,50.67,54.87,102,234,21,0
A6_Tobillo_Izquierda,2024-03-25,1392.37,15.48,0,5,49.56,63.04,105,163,16,0
A6_Tobillo_Izquierda,2024-03-26,2161.4,23.7,2,6,55.2,69.71,197,319,37,2
A6_Tobillo_Izquierda,2024-03-27,3312.42,39.01,1,3,45.61,55.63,259,365,16,3
A6_Tobillo_Izquierda,2024-03-28,2209.7,18.92,1,3,52.21,53.64,155,365,12,3
A6_Tobillo_Izquierda,2024-03-29,2212.56,23.54,0,0,45.81,47.3,110,121,0,0
A6_Tobillo_Izquierda,2024-03-30,1294.09,12.05,1,2,50.21,51.42,134,144,12,0
A6_Tobillo_Izquierda,2024-03-31,775.81,6.36,1,0,40.98,42.43,131,193,6,0
A6_Tobillo_Izquierda,2024-04-01,2788.51,32.03,0,1,49.75,60.15,149,209,2,3
A6_Tobillo_Izquierda,2024-04-02,2216.64,26.35,0,2,51.77,57.51,85,173,6,3
A6_Tobillo_Izquierda,2024-04-03,1144.8,11.37,1,1,44.24,47.44,128,187,6,0
A6_Tobillo_Izquierda,2024-04-04,2446.44,27.03,0,0,48.49,50.49,93,193,0,3
A6_Tobillo_Izquierda,2024-04-05,464.67,4.37,0,0,44.74,46.29,130,143,0,0
A6_Tobillo_Izquierda,2024-04-06,1861.63,16.58,0,0,44.49,52.15,164,365,0,1
A6_Tobillo_Izquierda,2024-04-07,1047.45,11.76,1,1,43.28,49.64,127,278,9,1
A6_Tobillo_Izquierda,2024-04-08,1269.19,11.11,0,0,50.72,52.56,262,363,0,1
A6_Tobillo_Izquierda,2024-04-09,2177.57,19.32,1,2,47.24,50.71,116,233,12,3
